"	108",서울,2019-02-09,,,
"	108",서울,2019-02-10,,,
"	108",서울,2019-02-11,,,
"	108",서울,2019-02-12,0,,
"	108",서울,2019-02-13,,,
"	108",서울,2019-02-14,,,
"	108",서울,2019-02-15,2.2,,
"	108",서울,2019-02-16,0.2,,
"	108",서울,2019-02-17,,,
"	108",서울,2019-02-18,,,
"	108",서울,2019-02-19,4.6,,
"	108",서울,2019-02-20,0,,
"	108",서울,2019-02-21,,,
"	108",서울,2019-02-22,,,
"	108",서울,2019-02-23,,,
"	108",서울,2019-02-24,,,
"	108",서울,2019-02-25,,,
"	108",서울,2019-02-26,,,
"	108",서울,2019-02-27,,,
"	108",서울,2019-02-28,,,
"	108",서울,2020-01-01,0.1,,
"	108",서울,2020-01-02,,,
"	108",서울,2020-01-03,,,
"	108",서울,2020-01-04,,,
"	108",서울,2020-01-05,,,
"	108",서울,2020-01-06,1.8,,
"	108",서울,2020-01-07,46.3,,
"	108",서울,2020-01-08,11.6,,
"	108",서울,2020-01-09,,,
"	108",서울,2020-01-10,,,
"	108",서울,2020-01-11,,,
"	108",서울,2020-01-12,,,
"	108",서울,2020-01-13,,,
"	108",서울,2020-01-14,,,
"	108",서울,2020-01-15,,,
"	108",서울,2020-01-16,,,
"	108",서울,2020-01-17,,,
"	108",서울,2020-01-18,,,
"	108",서울,2020-01-19,0.6,,
"	108",서울,2020-01-20,,,
"	108",서울,2020-01-21,,,
"	108",서울,2020-01-22,,,
"	108",서울,2020-01-23,,,
"	108",서울,2020-01-24,,,
"	108",서울,2020-01-25,,,
"	108",서울,2020-01-26,,,
"	108",서울,2020-01-27,0.1,,
"	108",서울,2020-01-28,0,,
"	108",서울,2020-01-29,,,
"	108",서울,2020-01-30,,,
"	108",서울,2020-01-31,0,,
"	108",서울,2020-02-01,,,
"	108",서울,2020-02-02,,,
"	108",서울,2020-02-03,0,,
"	108",서울,2020-02-04,1.7,,
"	108",서울,2020-02-05,,,
"	108",서울,2020-02-06,,,
"	108",서울,2020-02-07,0,,
"	108",서울,2020-02-08,0,,
"	108",서울,2020-02-09,0,,
"	108",서울,2020-02-10,0,,
"	108",서울,2020-02-11,,,
"	108",서울,2020-02-12,6.7,,
"	108",서울,2020-02-13,,,
"	108",서울,2020-02-14,,,
"	108",서울,2020-02-15,2,,
"	108",서울,2020-02-16,13.4,,
"	108",서울,2020-02-17,1,,
"	108",서울,2020-02-18,,,
"	108",서울,2020-02-19,,,
"	108",서울,2020-02-20,,,
"	108",서울,2020-02-21,4.2,,
"	108",서울,2020-02-22,3.1,,
"	108",서울,2020-02-23,,,
"	108",서울,2020-02-24,,,
"	108",서울,2020-02-25,16.6,,
"	108",서울,2020-02-26,0,,
"	108",서울,2020-02-27,,,
"	108",서울,2020-02-28,3.9,,
"	108",서울,2020-02-29,0.5,,
"	108",서울,2021-01-01,,,
"	108",서울,2021-01-02,,,
"	108",서울,2021-01-03,,,
"	108",서울,2021-01-04,0,,
"	108",서울,2021-01-05,0,,
"	108",서울,2021-01-06,2.3,,
"	108",서울,2021-01-07,,,
"	108",서울,2021-01-08,,,
"	108",서울,2021-01-09,,,
"	108",서울,2021-01-10,,,
"	108",서울,2021-01-11,,,
"	108",서울,2021-01-12,2.6,,
"	108",서울,2021-01-13,0,,
"	108",서울,2021-01-14,,,
"	108",서울,2021-01-15,0.2,,
"	108",서울,2021-01-16,,,
"	108",서울,2021-01-17,0,,
"	108",서울,2021-01-18,0.3,,
"	108",서울,2021-01-19,,,
"	108",서울,2021-01-20,,,
"	108",서울,2021-01-21,9.2,,
"	108",서울,2021-01-22,0.1,,
"	108",서울,2021-01-23,,,
"	108",서울,2021-01-24,,,
"	108",서울,2021-01-25,,,
"	108",서울,2021-01-26,1.7,,
"	108",서울,2021-01-27,,,
"	108",서울,2021-01-28,2,,
"	108",서울,2021-01-29,,,
"	108",서울,2021-01-30,0.5,,
"	108",서울,2021-01-31,,,
"	108",서울,2021-02-01,0.7,,
"	108",서울,2021-02-02,0,,
"	108",서울,2021-02-03,3.4,,
"	108",서울,2021-02-04,0.1,,
"	108",서울,2021-02-05,,,
"	108",서울,2021-02-06,,,
"	108",서울,2021-02-07,,,
"	108",서울,2021-02-08,,,
"	108",서울,2021-02-09,,,
"	108",서울,2021-02-10,,,
"	108",서울,2021-02-11,,,
"	108",서울,2021-02-12,,,
"	108",서울,2021-02-13,,,
"	108",서울,2021-02-14,0,,
"	108",서울,2021-02-15,1.4,,
"	108",서울,2021-02-16,1.5,,
"	108",서울,2021-02-17,0,,
"	108",서울,2021-02-18,,,
"	108",서울,2021-02-19,,,
"	108",서울,2021-02-20,,,
"	108",서울,2021-02-21,,,
"	108",서울,2021-02-22,,,
"	108",서울,2021-02-23,,,
"	108",서울,2021-02-24,,,
"	108",서울,2021-02-25,,,
"	108",서울,2021-02-26,,,
"	108",서울,2021-02-27,,,
"	108",서울,2021-02-28,,,
"	108",서울,2022-01-01,,,
"	108",서울,2022-01-02,0.3,,
"	108",서울,2022-01-03,0,,
"	108",서울,2022-01-04,0,,
"	108",서울,2022-01-05,,,
"	108",서울,2022-01-06,,,
"	108",서울,2022-01-07,,,
"	108",서울,2022-01-08,0,,
"	108",서울,2022-01-09,,,
"	108",서울,2022-01-10,0.9,,
"	108",서울,2022-01-11,0.2,,
"	108",서울,2022-01-12,,,
"	108",서울,2022-01-13,,,
"	108",서울,2022-01-14,,,
"	108",서울,2022-01-15,0,,
"	108",서울,2022-01-16,0,,
"	108",서울,2022-01-17,0.5,,
"	108",서울,2022-01-18,,,
"	108",서울,2022-01-19,1.7,,
"	108",서울,2022-01-20,,,
"	108",서울,2022-01-21,,,
"	108",서울,2022-01-22,,,
"	108",서울,2022-01-23,,,
"	108",서울,2022-01-24,,,
"	108",서울,2022-01-25,0.7,,
"	108",서울,2022-01-26,,,
"	108",서울,2022-01-27,,,
"	108",서울,2022-01-28,,,
"	108",서울,2022-01-29,,,
"	108",서울,2022-01-30,,,
"	108",서울,2022-01-31,1.2,,
"	108",서울,2022-02-01,1.7,,
"	108",서울,2022-02-02,,,
"	108",서울,2022-02-03,,,
"	108",서울,2022-02-04,0,,
"	108",서울,2022-02-05,,,
"	108",서울,2022-02-06,,,
"	108",서울,2022-02-07,,,
"	108",서울,2022-02-08,,,
"	108",서울,2022-02-09,,,
"	108",서울,2022-02-10,,,
"	108",서울,2022-02-11,,,
"	108",서울,2022-02-12,,,
"	108",서울,2022-02-13,,,
"	108",서울,2022-02-14,1.7,,
"	108",서울,2022-02-15,0,,
"	108",서울,2022-02-16,0,,
"	108",서울,2022-02-17,,,
"	108",서울,2022-02-18,,,
"	108",서울,2022-02-19,0.1,,
"	108",서울,2022-02-20,,,
"	108",서울,2022-02-21,0.1,,
"	108",서울,2022-02-22,,,
"	108",서울,2022-02-23,,,
"	108",서울,2022-02-24,,,
"	108",서울,2022-02-25,,,
"	108",서울,2022-02-26,1.1,,
"	108",서울,2022-02-27,,,
"	108",서울,2022-02-28,,,
"	",,,,,
"	",,,,,
"	",,,,,
"		",,,,,
"	",,,,,
"	",,,,,
